	prefix	input_text	target_text
2653	2653	cánh lưng vàng	2571
2654	2654	cau trăng vầng trầu	1434
2655	2655	sông chim quê_hương dòng	2543
2656	2656	lưng đời chiều	2401
2657	2657	bờ hoa	609
2658	2658	lúa xuân áo	66
2659	2659	bờ dòng	130
2660	2660	bờ ruộng vai nắng	2460
2661	2661	đường bóng chiều lá	1828
2662	2662	đê xuân áo bóng chiều nắng	2093
2663	2663	xuân bóng	1449
2664	2664	duyên quê mưa chiều	10
2665	2665	bến trăng bóng chiều	1787
2666	2666	lúa hương mái cau vàng	1393
2667	2667	chân đường	787
2668	2668	cát đò	1735
2669	2669	phượng sân chân tiếng lá	729
2670	2670	cánh gió cát bờ biển sóng	694
2671	2671	đêm nắng	42
2672	2672	hoa thơ	1266
2673	2673	thuyền chiều bến cò quê sóng	1888
2674	2674	gió hè bờ sông tre dòng nắng	149
2675	2675	vàng sắc	2314
2676	2676	sông bóng quê sóng	1262
2677	2677	đê quê diều sóng tiếng	1990
2678	2678	thuyền trăng biển quê sóng dòng	1353
2679	2679	đường hoa	160
2680	2680	sân trầu	1558
2681	2681	bóng đêm	2505
2682	2682	sông quê	510
2683	2683	chiều vương	323
2684	2684	hương gió chiều vương nắng	2067
2685	2685	bến quê	187
2686	2686	cỏ dáng	1206
2687	2687	hoa sóng hồn	2157
2688	2688	lưng cánh trăng mắt	1807
2689	2689	lúa hương nắng	442
2690	2690	hoa màu sân tiếng	1527
2691	2691	hồng mây sông mưa nắng	1305
2692	2692	cánh mùa vàng	1385
2693	2693	hoa bến nắng	1645
2694	2694	hoa xuân chân đò mùa miền	1756
2695	2695	lối chân quê tre	926
2696	2696	màu quê	1554
2697	2697	xuân hè trưa nắng	823
2698	2698	xuân sương bến bóng mắt	2087
2699	2699	vạt áo hè đông chiều vai nắng	956
2700	2700	gió đông	1068
2701	2701	màu phượng mưa	2316
2702	2702	bến bóng chiều vàng	1787
2703	2703	hoa vàng lá	309
2704	2704	tre tiếng	1552
2705	2705	tóc dáng chiều vàng	1065
2706	2706	cánh biển mưa nắng	2361
2707	2707	sắc mây trăng mưa vầng	435
2708	2708	hoa mây chim nắng	614
2709	2709	đê bờ duyên	1193
2710	2710	gió thuyền sông dòng mưa tiếng trầu mắt	2103
2711	2711	hương gió mây bờ sóng	646
2712	2712	thuyền bờ bến miền	1203
2713	2713	hồng phượng hè bóng tiếng miền	1427
2714	2714	màu nắng diều chiều tiếng miền	21
2715	2715	gió vàng nắng	1873
2716	2716	gió bóng vai	1432
2717	2717	hương xuân hoàng_hôn bóng chiều nắng	2585
2718	2718	gió thuyền mưa tiếng dòng trầu mắt	2103
2719	2719	sương trăng vàng lá	556
2720	2720	gió tiếng đất_trời vàng lá	276
2721	2721	áo sông vai dòng	122
2722	2722	sắc cánh	571
2723	2723	tóc đông	1102
2724	2724	hồn mây mắt nắng	669
2725	2725	phố xuân	1219
2726	2726	sân mùa	484
2727	2727	lối mùa đông mưa	2409
2728	2728	hồng gió thơ	210
2729	2729	hương chiều nắng	1442
2730	2730	sắc cánh cõi vàng	685
2731	2731	thềm dáng bến	723
2732	2732	sương phố chiều	75
2733	2733	hạt làng vàng nắng	2580
2734	2734	hè nắng	1039
2735	2735	sương chân trăng	1471
2736	2736	gió tóc chiều lá	2073
2737	2737	hương sông bóng mùa tre nắng	2072
2738	2738	hương biển	1806
2739	2739	sông đò bóng chiều dòng	405
2740	2740	bờ gió biển	726
2741	2741	hương gió xuân núi miền	2096
2742	2742	hương hoa xuân hè mùa lá nắng	786
2743	2743	sắc sông thơ quê dòng hồn	375
2744	2744	gió vương phố nắng	1748
2745	2745	chim tiếng	347
2746	2746	biển sóng	1420
2747	2747	hoa xuân bóng mùa tiếng trưa	795
2748	2748	hạt đêm	1119
2749	2749	hoa đường làng nắng	1926
2750	2750	vườn chim	1003
2751	2751	hương sân chùa quê chiều	1477
2752	2752	phượng dáng chiều tiếng lá	1122
2753	2753	sắc trăng mưa vầng	435
2754	2754	sông biển	84
2755	2755	gió sắc xuân chân mưa	487
2756	2756	xuân mùa	516
2757	2757	cánh sương đông	204
2758	2758	hương đời	440
2759	2759	đêm thơ tiếng hồn	2160
2760	2760	hương quê trầu	911
2761	2761	phố trăng nắng màu	1020
2762	2762	hè sân chân bờ tre trưa nắng	738
2763	2763	gió đê chân chiều cỏ	1324
2764	2764	bóng chiều	333
2765	2765	gió vàng nắng	1873
2766	2766	cát trăng	1544
2767	2767	hoa mùa mắt	1277
2768	2768	mái đời trưa mắt	1534
2769	2769	cánh quê diều quê_hương	1241
2770	2770	chân đêm vương	1221
2771	2771	hương hè	718
2772	2772	gió lá mắt	2504
2773	2773	hoa tre	2192
2774	2774	đêm biển đông	2436
2775	2775	bờ biển sóng tiếng	2036
2776	2776	trăng vàng	1533
2777	2777	đời thơ	1912
2778	2778	mây dòng mắt	1676
2779	2779	sông dòng	1307
2780	2780	cánh quê diều quê_hương	1241
2781	2781	dáng chim mưa chiều tiếng nắng	51
2782	2782	sóng tiếng	2532
2783	2783	lúa áo sương nắng vai miền	1074
2784	2784	hương xuân	495
2785	2785	màu phố hồn	2065
2786	2786	sông bến đò cỏ lá	420
2787	2787	đêm mưa	627
2788	2788	hoa sắc thơ	502
2789	2789	thềm tóc trăng chiều cỏ	20
2790	2790	bờ tre hồn	1247
2791	2791	đường quê chiều nắng	618
2792	2792	đất_trời vàng	2290
2793	2793	hoa bến	123
2794	2794	bờ trăng đêm mùa vầng lá	1870
2795	2795	bờ quê diều sóng tiếng	1990
2796	2796	xuân thơ dòng mắt	2098
2797	2797	bóng chiều	521
2798	2798	lưng hè chân đường nắng trưa	1597
2799	2799	vai vườn bến	1804
2800	2800	đê sông tre	994
2801	2801	mùa mưa	833
2802	2802	đất_trời duyên	543
2803	2803	cánh vườn đời cò đất_trời	2421
2804	2804	vạt hè mưa chiều tiếng	1086
2805	2805	sương chiều	2454
2806	2806	hồn lưng trăng lá vàng	671
2807	2807	hoa chim	1063
2808	2808	hồng mùa đông	551
2809	2809	núi trăng	2167
2810	2810	gió thuyền núi sóng miền	129
2811	2811	bóng sóng	1346
2812	2812	hương lúa mây quê chiều	2183
2813	2813	lá chiều	1823
2814	2814	đường mùa vai vàng nắng	2082
2815	2815	hương xuân	433
2816	2816	mây sông quê	2516
2817	2817	quê diều nắng hồn	533
2818	2818	cánh đường chiều quê_hương	1372
2819	2819	trăng thơ	2378
2820	2820	gió bến	112
2821	2821	hương hoa chiều	2004
2822	2822	gió xuân	2549
2823	2823	cõi xuân sân chùa bóng	850
2824	2824	thuyền duyên đò vàng	963
2825	2825	gió tóc dáng sông chiều đường quê sóng	630
2826	2826	hoa gió cánh trăng đêm	866
2827	2827	lúa hương xuân ruộng quê	1157
2828	2828	chim trăng thơ tiếng nắng	2228
2829	2829	rừng gió cánh lưng	1493
2830	2830	hoa trăng quê bóng vương vai hồn	2129
2831	2831	thềm hoa sương	1803
2832	2832	áo hoàng_hôn đường làng miền	590
2833	2833	đêm miền	724
2834	2834	lưng hè chân đường trưa nắng	1597
2835	2835	gió mây trăng	552
2836	2836	cõi gió thuyền lá	2588
2837	2837	núi duyên	1771
2838	2838	hoa quê_hương xuân	1595
2839	2839	hoa xuân bóng mùa tiếng trưa	795
2840	2840	sông bến	1467
2841	2841	hoa cỏ hồn	985
2842	2842	gió mây nắng	2210
2843	2843	chân mắt	59
2844	2844	lưng cánh mắt	1807
2845	2845	bờ đời trăng dòng	217
2846	2846	hạt trăng đêm	2069
2847	2847	hương hoa cau vườn bến trầu	1733
2848	2848	cánh diều vàng trưa	1519
2849	2849	bóng quê_hương dòng	356
2850	2850	hoa mây	2320
2851	2851	chiều mây chim bến	384
2852	2852	dáng chân mưa	2299
2853	2853	cánh nắng	2551
2854	2854	đêm mưa tiếng lá	596
2855	2855	hạt trăng đêm	2069
2856	2856	vạt áo chân bóng chiều hồn	664
2857	2857	hoa bóng vàng hồn	400
2858	2858	vườn chân xuân	2554
2859	2859	lá trăng	1827
2860	2860	hương phố tiếng	621
2861	2861	cánh sông bến	219
2862	2862	lúa hương gió sông cò quê dòng	1915
2863	2863	lúa hồng hương nắng	442
2864	2864	mùa đông chiều	551
2865	2865	thềm gió bờ tiếng	612
2866	2866	biển chiều	1424
2867	2867	bóng hồn xuân	583
2868	2868	vạt diều cỏ miền	1026
2869	2869	sông trăng đêm	482
2870	2870	mây vàng hồn	2294
2871	2871	thềm màu mây lá	2373
2872	2872	dáng bờ trăng bóng vai	2285
2873	2873	chiều đêm biển sóng	87
2874	2874	lá gió	1006
2875	2875	lối đường chiều	1136
2876	2876	gió sương đường dòng nắng	1256
2877	2877	cau vườn vàng trầu	2194
2878	2878	xuân nắng dòng mắt	2098
2879	2879	xuân thơ	1155
2880	2880	tiếng nắng	2101
2881	2881	rừng vàng lá	1388
2882	2882	xuân đời lá	462
2883	2883	hồng sông	1579
2884	2884	trăng cát	939
2885	2885	thềm cánh phượng trăng đêm trầu	416
2886	2886	đê chân	1600
2887	2887	hoa sông đường	536
2888	2888	hồng mây sông mưa	1305
2889	2889	tiếng hương	1274
2890	2890	lúa hương cánh đường quê hoàng_hôn chiều	264
2891	2891	hoa lưng áo sương chiều	2333
2892	2892	cánh gió sông diều dòng	1365
2893	2893	hồng sông dòng	1243
2894	2894	hồn đông miền nắng	2497
2895	2895	vạt gió màu thơ tiếng	342
2896	2896	dáng sông dòng	215
2897	2897	gió mây nắng hồn	302
2898	2898	quê mây chiều	2074
2899	2899	màu sông dòng	2097
2900	2900	thềm cánh đêm trầu	1919
2901	2901	thềm hoa mưa	58
2902	2902	gió xuân tiếng đất_trời mắt	1665
2903	2903	cánh xuân lá phố	1111
2904	2904	hương hoa cánh dáng hoàng_hôn quê miền	2250
2905	2905	bờ sông dòng	188
2906	2906	gió sông lá cỏ dòng	1443
2907	2907	gió tóc dáng sông đường quê sóng	630
2908	2908	đời quê	1045
2909	2909	gió đất_trời vườn	1416
2910	2910	gió xuân mưa chiều	1680
2911	2911	hoa đời lá	2427
2912	2912	đời bến thuyền	898
2913	2913	dáng lá	2235
2914	2914	thềm sắc xuân chim	868
2915	2915	vườn mùa tiếng vàng lá	2014
2916	2916	cò sông nắng	86
2917	2917	cánh gió	2241
2918	2918	đường mùa	1538
2919	2919	hoa cau áo	1858
2920	2920	cau lối lá	1629
2921	2921	hồng hoa cánh tiếng	791
2922	2922	chim thơ tiếng nắng	2228
2923	2923	hương biển sóng	15
2924	2924	hoa gió sương chiều nắng	802
2925	2925	môi mưa chiều	2017
2926	2926	cò bóng đông chiều	1585
2927	2927	hồng thuyền sông bến	703
2928	2928	hồng hoa xuân bóng	2506
2929	2929	hồng hoa xuân vườn chim nắng	427
2930	2930	áo chân	1623
2931	2931	lưng đêm mưa trầu	1041
2932	2932	quê dáng chiều	778
2933	2933	hương rừng sông	1165
2934	2934	xuân chùa đông chiều lá dòng nắng	1750
2935	2935	thuyền bến quê	542
2936	2936	hương sắc	1215
2937	2937	hoa vườn	592
2938	2938	thuyền trăng thơ	2378
2939	2939	mùa vàng	44
2940	2940	gió cánh cò mưa nắng	192
2941	2941	xuân sông dòng nắng	1647
2942	2942	xuân hè trưa nắng	823
2943	2943	hương hè sương vàng	2048
2944	2944	môi tiếng nắng	1727
2945	2945	tiếng miền	610
2946	2946	quê_hương xuân biển	1668
2947	2947	gió mây nắng hồn mắt	302
2948	2948	xuân áo bóng mùa vàng phố	2077
2949	2949	đông chiều	1285
2950	2950	gió sương	603
2951	2951	áo sông vai dòng	122
2952	2952	lúa chim đường làng vàng	426
2953	2953	cánh hè cò quê trưa hồn	982
2954	2954	bờ đêm biển	282
2955	2955	quê_hương xuân biển	1668
2956	2956	tóc áo thơ chiều vai	2258
2957	2957	gió cánh sương chim	1509
2958	2958	hoa mùa tiếng lá	1851
2959	2959	hồng hoa xuân	871
2960	2960	lúa màu hè tiếng vàng	438
2961	2961	sương biển mùa đông chiều sóng	2547
2962	2962	hồng thơ	532
2963	2963	gió đời	1250
2964	2964	hè đời mưa nắng	1361
2965	2965	cánh cò mưa nắng	624
2966	2966	sắc xuân mây tiếng	514
2967	2967	hè chùa quê mùa làng phố	223
2968	2968	cánh màu mưa nắng	2440
2969	2969	gió cau bờ đông	851
2970	2970	hoa phượng sông đường quê_hương	996
2971	2971	mái trăng vầng quê_hương hồn	679
2972	2972	hương hạt đường	949
2973	2973	mái đông chiều nắng	2022
2974	2974	lối sông chân đường sóng dòng	916
2975	2975	thuyền chiều sông mưa sóng	2038
2976	2976	mây hoàng_hôn hồn	2294
2977	2977	lưng vườn bóng chiều mắt	1201
2978	2978	biển sóng	177
2979	2979	gió mây	270
2980	2980	gió cánh mùa mưa	88
2981	2981	hoa gió cau mái	2388
2982	2982	xuân sương bến bóng mắt	2087
2983	2983	núi sông	2137
2984	2984	phượng mưa tiếng	2316
2985	2985	hồng hoa xuân bóng nắng	2506
2986	2986	gió bóng vàng lá quê_hương	941
2987	2987	làng lá	2489
2988	2988	vai hồn	45
2989	2989	hạt hồn	1935
2990	2990	đời lá	1367
2991	2991	đường mưa chiều nắng	857
2992	2992	tóc bờ đông vai nắng	1716
2993	2993	hương hoa cánh hoàng_hôn quê miền	2250
2994	2994	đêm quê chiều trưa	1880
2995	2995	bờ cò dòng	130
2996	2996	vạt áo mây	2225
2997	2997	gió bến chiều	1129
2998	2998	gió sương vương chiều vàng lá	1035
2999	2999	chim trăng thơ tiếng nắng	2228
3000	3000	sông bến sóng	2130
3001	3001	dáng quê nắng miền	1574
3002	3002	hoa bờ bến mùa sóng	2132
3003	3003	gió vườn	261
3004	3004	sông môi chiều lá mắt	1331
3005	3005	hạt sông đường	949
3006	3006	lối hè áo nắng	2363
3007	3007	phượng mùa nắng	751
3008	3008	đời hoàng_hôn	271
3009	3009	gió bờ bến đò	1336
3010	3010	cát đời	1732
3011	3011	đê sông cỏ dòng	1133
3012	3012	chân quê vai	2291
3013	3013	chim tiếng	674
3014	3014	thuyền quê	542
3015	3015	lúa hương gió sông cò quê dòng	1895
3016	3016	hoa màu sương quê mưa dòng nắng	2526
3017	3017	cát miền	281
3018	3018	thềm sương đêm tiếng lá	539
3019	3019	gió núi biển	1550
3020	3020	hoa mùa xuân	175
3021	3021	mùa cánh	1271
3022	3022	sông đêm trăng mùa vầng lá	1870
3023	3023	cánh vàng dòng	288
3024	3024	chiều nắng	2551
3025	3025	chân chiều	28
3026	3026	sương trăng bóng	826
3027	3027	vầng trăng	1931
3028	3028	đê áo bóng chiều nắng	2093
3029	3029	hương gió tóc chiều đất_trời cỏ	2254
3030	3030	màu phượng mưa tiếng	2316
3031	3031	gió tóc bờ đông vai nắng	1716
3032	3032	núi biển mùa đông chiều sóng	2547
3033	3033	hoa gió màu tóc đất_trời	580
3034	3034	núi mây	1338
3035	3035	trăng đêm	708
3036	3036	gió mây sương	1273
3037	3037	hương vườn quê miền	2548
3038	3038	màu đời mắt	1575
3039	3039	biển đông sóng	2420
3040	3040	lối biển chiều nắng	1504
3041	3041	chiều cánh sóng	1441
3042	3042	sông đêm bến	1760
3043	3043	tiếng đêm	1767
3044	3044	hoa cỏ	459
3045	3045	sông bờ chiều phố	975
3046	3046	gió xuân núi miền	2096
3047	3047	vạt hoa cánh lối đêm vàng	1457
3048	3048	xuân chân mưa phố	1609
3049	3049	lúa cánh cò làng	2324
3050	3050	gió sương mây	1273
3051	3051	mái bến	1555
3052	3052	gió vàng nắng	1873
3053	3053	gió đêm	2144
3054	3054	sắc hoa mùa	1513
3055	3055	trăng cát	939
3056	3056	lá trầu	1764
3057	3057	hương hạt sông đường	949
3058	3058	hoa núi môi	1470
3059	3059	cau trăng vầng trầu	1434
3060	3060	tiếng sóng	2532
3061	3061	sương lá	2274
3062	3062	thềm hoa xuân đường vàng dòng	1687
3063	3063	hồng sông đường đò	2112
3064	3064	áo sương tiếng	1375
3065	3065	lúa áo sương nắng vai lá miền	1074
3066	3066	cánh đời diều chiều	1103
3067	3067	gió thuyền sông chân trăng	1867
3068	3068	rừng núi sông	1165
3069	3069	chiều biển duyên sóng	87
3070	3070	chân mưa chiều	2299
3071	3071	áo chiều tiếng	2218
3072	3072	mái ruộng dòng	782
3073	3073	sông cánh trầu	906
3074	3074	hoa trăng	2458
3075	3075	lưng sương đường vai	2140
3076	3076	hương gió hồn	1140
3077	3077	áo đất_trời	2023
3078	3078	hoa xuân chim	209
3079	3079	hương mái đò làng phố	2058
3080	3080	lưng sông chiều dòng	523
3081	3081	màu sân đời	2136
3082	3082	đời dòng nắng	355
3083	3083	làng quê sóng	1611
3084	3084	màu sân đời	2136
3085	3085	hương lối vườn mây quê bóng chiều	2367
3086	3086	hoa xuân mùa	838
3087	3087	thuyền mây thơ nắng	1664
3088	3088	dòng mắt	1719
3089	3089	gió xuân tiếng đất_trời	1665
3090	3090	đất_trời quê	785
3091	3091	thuyền chim trăng sóng vầng	2339
3092	3092	hoa mây chim nắng	614
3093	3093	thuyền bến bóng	19
3094	3094	hoa sắc đời sóng đất_trời vàng	1189
3095	3095	gió sông ruộng chiều	1028
3096	3096	cánh xuân sương	1270
3097	3097	sông màu	231
3098	3098	dáng chim chiều tiếng nắng	51
3099	3099	trăng quê miền	396
3100	3100	trăng đêm quê làng vàng	249
3101	3101	lúa ruộng sóng	229
3102	3102	hương vườn quê cỏ lá	930
3103	3103	cát sông	225
3104	3104	vạt tóc sóng nắng	1501
3105	3105	áo ruộng chân đời quê quê_hương	102
3106	3106	sương trầu	1764
3107	3107	vạt hoa cánh lối đêm vàng nắng	1457
3108	3108	đê đường quê	71
3109	3109	cánh màu diều chiều tiếng nắng	21
3110	3110	hương đê gió sông	1179
3111	3111	bờ bến đêm biển	282
3112	3112	ruộng hạt đời	144
3113	3113	mái trăng vầng quê_hương hồn	679
3114	3114	cõi gió vườn chiều	2586
3115	3115	cánh thuyền bến quê chiều sóng	1888
3116	3116	rừng gió xuân tiếng	341
3117	3117	bờ bến	1404
3118	3118	thềm hoa màu sương	1803
3119	3119	hương gió xuân	1259
3120	3120	hoàng_hôn cò	1837
3121	3121	lưng tóc đông	1102
3122	3122	biển đất_trời quê_hương	1488
3123	3123	vạt tiếng gió thơ	342
3124	3124	thuyền sông bến đò tiếng	1824
3125	3125	hương chim quê nắng	2176
3126	3126	bến đò tiếng dòng	186
3127	3127	đò chiều	1843
3128	3128	bờ bến	1404
3129	3129	gió mây sông sóng	1543
3130	3130	vàng nắng	124
3131	3131	hương sương bóng vàng	2048
3132	3132	mùa đêm	346
3133	3133	cát sóng	253
3134	3134	hoa mùa lá	2557
3135	3135	chân làng	1907
3136	3136	hè biển nắng	676
3137	3137	trăng đêm quê làng vàng	249
3138	3138	hoa sông môi	1470
3139	3139	trăng đêm quê bóng	1318
3140	3140	hè đời tiếng quê_hương trưa	1060
3141	3141	sương trăng	1655
3142	3142	biển sóng	2386
3143	3143	gió mây nắng hồn mắt	669
3144	3144	chiều lối đường	1136
